patch_id,ndb_ufes_patch_label,ndb_ufes_patch_label_status,sab_patch_label,patch_label_agreement_status,final_validated_wsi_id,public_wsi_pseudonym
p2140,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2141,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2142,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2143,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2144,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2145,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0133,sab_only_wsi_0133
p2146,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2147,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2148,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2149,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2150,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2151,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2152,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2153,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2154,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2155,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2156,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2157,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2158,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0107,public_ndb_wsi_0107
p2159,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0108,public_ndb_wsi_0108
p2160,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0108,public_ndb_wsi_0108
p2161,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0108,public_ndb_wsi_0108
p2162,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0108,public_ndb_wsi_0108
p2163,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0105,public_ndb_wsi_0105
p2164,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0105,public_ndb_wsi_0105
p2165,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0105,public_ndb_wsi_0105
p2166,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0105,public_ndb_wsi_0105
p2167,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2168,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2169,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2170,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2171,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2172,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2173,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0111,public_ndb_wsi_0111
p2174,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2175,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2176,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2177,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2178,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2179,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2180,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2181,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2182,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2183,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2184,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2185,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2186,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2187,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2188,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2189,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0110,public_ndb_wsi_0110
p2190,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2191,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2192,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2193,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2194,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2195,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2196,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2197,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0117,public_ndb_wsi_0117
p2198,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2199,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2200,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2201,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2202,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2203,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2204,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2205,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0119,public_ndb_wsi_0119
p2206,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2207,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2208,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2209,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2210,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2211,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2212,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2213,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0122,public_ndb_wsi_0122
p2214,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2215,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2216,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2217,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2218,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2219,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2220,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2221,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2222,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2223,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0123,public_ndb_wsi_0123
p2224,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2225,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2226,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2227,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2228,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2229,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2230,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2231,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0131,public_ndb_wsi_0131
p2232,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2233,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2234,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2235,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2236,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2237,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2238,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2239,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2240,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2241,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2242,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2243,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2244,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2245,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2246,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0130,public_ndb_wsi_0130
p2247,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0128,public_ndb_wsi_0128
p2248,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0128,public_ndb_wsi_0128
p2249,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0128,public_ndb_wsi_0128
p2250,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0128,public_ndb_wsi_0128
p2251,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2252,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2253,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2254,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2255,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2256,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2257,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2258,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2259,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2260,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0079,public_ndb_wsi_0079
p2261,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2262,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2263,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2264,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2265,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2266,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2267,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2268,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0078,public_ndb_wsi_0078
p2269,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2270,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2271,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2272,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2273,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2274,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2275,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2276,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2277,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2278,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2279,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0159,sab_only_wsi_0159
p2280,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2281,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2282,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2283,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2284,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2285,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2286,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2287,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2288,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2289,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2290,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2291,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0161,sab_only_wsi_0161
p2292,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2293,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2294,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2295,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2296,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2297,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2298,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2299,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2300,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2301,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2302,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2303,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0137,public_ndb_wsi_0137
p2304,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2305,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2306,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2307,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2308,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2309,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2310,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2311,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2312,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2313,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2314,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0167,sab_only_wsi_0167
p2315,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0136,public_ndb_wsi_0136
p2316,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0136,public_ndb_wsi_0136
p2317,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2318,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2319,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2320,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2321,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2322,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2323,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2324,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2325,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2326,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2327,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2328,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2329,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2330,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0139,public_ndb_wsi_0139
p2331,with_dysplasia,available,with_dysplasia,agrees,sab_only_wsi_0170,sab_only_wsi_0170
p2332,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2333,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2334,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2335,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2336,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2337,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2338,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2339,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0141,public_ndb_wsi_0141
p2340,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0142,public_ndb_wsi_0142
p2341,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0142,public_ndb_wsi_0142
p2342,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0142,public_ndb_wsi_0142
p2343,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0142,public_ndb_wsi_0142
p2344,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2345,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2346,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2347,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2348,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2349,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2350,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2351,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2352,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2353,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2354,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2355,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0143,public_ndb_wsi_0143
p2356,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2357,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2358,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2359,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2360,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2361,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2362,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0149,public_ndb_wsi_0149
p2363,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0153,public_ndb_wsi_0153
p2364,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0153,public_ndb_wsi_0153
p2365,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0153,public_ndb_wsi_0153
p2366,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0153,public_ndb_wsi_0153
p2367,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2368,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2369,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2370,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2371,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2372,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0154,public_ndb_wsi_0154
p2373,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0159,public_ndb_wsi_0159
p2374,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0159,public_ndb_wsi_0159
p2375,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0159,public_ndb_wsi_0159
p2376,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0159,public_ndb_wsi_0159
p2377,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2378,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2379,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2380,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2381,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2382,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2383,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2384,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0158,public_ndb_wsi_0158
p2385,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2386,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2387,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2388,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2389,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2390,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2391,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2392,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2393,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2394,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2395,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2396,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2397,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2398,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2399,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0163,public_ndb_wsi_0163
p2400,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0162,public_ndb_wsi_0162
p2401,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2402,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2403,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2404,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2405,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2406,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2407,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
p2408,with_dysplasia,available,with_dysplasia,agrees,public_ndb_wsi_0160,public_ndb_wsi_0160
